
"Barbecue Style Chicken, Stouffer's frozen dinner",390
"Bean & cheese burrito entree, Old El Paso, each",340
"Bean & cheese chimichanga, Old El Paso, each",350
"Beef & bean burrito, hot, Old El Paso, each",340
"Beef & bean burrito, medium, Old El Paso, each",330
"Beef & bean burrito, mild, Old El Paso, each",330
"Beef & Broccoli, La Choy frozen dinner",290
"Beef & pork chimichanga, Old El Paso, each",340
"Beef Burgundy with Parsley Noodles, Light & Elegant",250
"Beef Cannelloni, Lean Cuisine, 9 5/8 oz.",260
"Beef chimichangas, Old El Paso, each",380
"Beef Chop Suey with Rice, Stouffer's entree",300
"Beef Dijon, Stouffer's frozen dinner",290
"Beef Enchanadas, Lean Cuisine, 9 1/4 oz.",280
"Beef enchilada, Old El Paso, each",210
"Beef enchilada dinner, Old El Paso, 11 oz.",390
"Beef Julienne with rice & pepper, Light & Elegant",260
"Beef Pepper Steak, Armour Dinner Classics Lite",290
"Beef pie, Banquet, 1 frozen pot pie",500
"Beef pie, Morton—7 oz.",430
"Beef pie, Stouffer's entree",500
"Beef pot pie, 1 pie—Swanson",380
"Beef Ragout, Stouffer's frozen dinner",300
"Beef Short Rib in Gravy, Stouffer entree",350
"Beef Sirloin Tips, Le Menu frozen dinner",400
"Beef Stroganoff, Le Menu frozen dinner",450
"Beef Stroganoff, Armour Dinner Classics",420
"Beef Stroganoff with Parsley Noodles, Light & Elegant",290
"Beef Stroganoff with Parsley Noodles, Stouffer entree",390
"Beef Teriyaki in Sauce, Stouffer entree",290
"Beef Teriyaki with rice & pea pods, Light & Elegant",240
"Beef, cheese chimichanga dinner, Old El Paso, 11 oz.",510
"Beefsteak Ranchero, Lean Cuisine, 9 1/4 oz.",270
"Breast of Turkey, Le Menu frozen dinner",270
"Cashew Chicken in Sauce, Stouffer entree",380
"Cheese Cannelloni, Lean Cuisine, 9 1/8 oz.",260
"Cheese enchilada, Old El Paso, each",250
"Cheese enchilada dinner, Old El Paso, 11 oz.",590
"Cheese enchiladas, Stouffer entree",590
"Cheese Pizza, Lean Cuisine, French bread",310
"Cheese Stuffed Shells, Stouffer's frozen dinner",310
"Chicken & noodles, Armour Dinner Classics",340
"Chicken a l'Orange, Lean Cuisine, 8 oz.",260
"Chicken a la King, Le Menu frozen dinner",330
"Chicken a la King with Rice, Stouffer entree",290
"Chicken and Vermicelli, Lean Cuisine, 11 3/4 oz.",270
"Chicken Breast Marsala, Armour Dinner Classics Lite",270
"Chicken Burgundy, Armour Dinner Classics Lite",250
"Chicken Cacciatore, Armour Dinner Classics Lite",240
"Chicken Cacciatore, Lean Cuisine, 10 7/8 oz.",250
"Chicken chimichangas, Old El Paso, each",370
"Chicken Chow Mein, Stouffer entree",130
"Chicken Chow Mein, Lean Cuisine, 11 1/4 oz.",250
"Chicken Chow Mein, Imperial, La Choy frozen dinner",270
"Chicken Cordon Bleu, Le Menu frozen dinner",470
"Chicken Divan, Stouffer entree",320
"Chicken Enchanadas, Lean Cuisine, 9 7/8 oz.",270
"Chicken enchilada, Old El Paso, each",220
"Chicken enchilada with sour cream, Old El Paso, each",280
"Chicken Enchiladas, Stouffer entree",490
"Chicken Enchiladas Suiza, Weight Watchers 9.37 oz.",330
"Chicken Florentine, Stouffer's frozen dinner",430
"Chicken Florentine, Le Menu frozen dinner",340
"Chicken fricassee, Armour Dinner Classics",340
"Chicken in Cheese Sauce, Light & Elegant",295
"Chicken in Herb, Lean Cuisine, 9 1/2 oz.",260
"Chicken Italiano, Stouffer's frozen dinner",280
"Chicken Marsala, Lean Cuisine, 8 1/8 oz.",190
"Chicken Milan, Armour Dinner Classics",320
"Chicken Oriental, Armour Dinner Classics Lite",280
"Chicken Oriental, Lean Cuisine, 9 3/8 oz.",230
"Chicken Parmesan, Lean Cuisine, 10 oz.",260
"Chicken Parmigiana, Le Menu frozen dinner",400
"Chicken Parmigiana, Stouffer's frozen dinner",360
"Chicken Parmigiana with Parsley, Light & Elegant",260
"Chicken pie, Banquet, 1 frozen pot pie",540
"Chicken pie, Stouffer entree",530
"Chicken pie, Morton—7 oz.",415
"Chicken pot pie, 1 pie—Swanson",370
"Chicken Tenderloins, Stouffer's frozen dinner",330
"Chicken tenderloins in barbecue sauce, Stouffer entree",270
"Chicken with Supreme Sauce, Stouffer's frozen dinner",360
"Chicken, Sweet and Sour, Le Menu frozen dinner",450
"Chili Con Carne with Beans, Stouffer entree",260
"Chopped Sirloin Beef, Le Menu frozen dinner",440
"Creamed Chicken, Stouffer entree",300
"Creamed Chipped Beef, Stouffer entree—11 oz.",460
"Curry Turkey with Rice, Stouffer's frozen dinner",320
"Deluxe Pizza, Lean Cuisine, French bread",350
"Escalloped Chicken & Noodles, Stouffer entree",420
"Fiesta Beef, Stouffer's frozen dinner",270
"Fiesta Lasagna, Stouffer entree",430
"Fillet of Sole, Le Menu frozen dinner",360
"Fish Divan, Lean Cuisine, 12 3/8 oz.",260
"Fish Florentine, Lean Cuisine, 9 oz.",230
"Fish Jardiniere, Lean Cuisine, 11 1/4 oz.",290
"Fried Chicken, Stouffer's frozen dinner",450
"Glazed Chicken, Lean Cuisine, 8 1/2 oz.",270
"Glazed Chicken with Vegetable Rice, Light & Elegant",240
"Green Pepper Steak with Rice, Stouffer entree",330
"Ham & Asparagus Bake, Stouffer entree",510
"Ham Steak, Le Menu frozen dinner",300
"Homestyle Chicken and Noodles, Stouffer entree",310
"Homestyle Meatloaf, Stouffer's frozen dinner",410
"Homestyle Pot Roast, Stouffer's frozen dinner",220
"Lasagna, Stouffer—10 1/2 oz.",360
"Lasagna Florentine, Light & Elegant",280
"Lasagna with Meat, Lean Cuisine, 10 1/4 oz.",270
"Linguini with Clam, Lean Cuisine, 9 5/8",270
"Lobster Newburg, Stouffer entree",380
"Macaroni & Beef w/ Tomatoes, Stouffer—11 1/2 oz.",340
"Macaroni & Cheese, Stouffer entree—12 oz.",500
"Macaroni & cheese dinner, Banquet—10 oz.",415
"Macaroni & Cheese with Bread Crumbs, Light & Elegant",300
"Manicotti, Le Menu frozen dinner",360
"Meat Lasagna, Lean Cuisine, 10 1/4 oz.",270
"Meatball Stew, Lean Cuisine, 10 oz.",250
"Mincemeat pie, frozen, 1/6 pie, Banquet",260
"Noodles & chicken dinner, Banquet—10 oz.",340
"Oriental Beef, Lean Cuisine, 8 5/8 oz.",250
"Oven Fried Fish, Weight Watchers",300
"Pasta Mornay with Ham, Lean Cuisine, 9 3/8 oz.",280
"Pasta Shells, Cheese with Tomato, Stouffer entree",330
"Pepper Steak, Le Menu frozen dinner",370
"Pepperoni Pizza, Lean Cuisine, French bread",340
"Pizza, Extra Cheese, Lean Cuisine, French bread",350
"Pizza, frozen, individual, 8 oz.",550
"Rigatoni Bake, Lean Cuisine, 9 3/4 oz.",260
"Roast Turkey Breast, Stouffer's frozen dinner",330
"Salisbury Steak, Armour Dinner Classics Lite",270
"Salisbury Steak, Armour Dinner Classics",460
"Salisbury Steak, Lean Cuisine, 9 1/2 oz.",280
"Salisbury Steak in Gravy, Stouffer entree",250
"Salisbury Steak with Gravy, Stouffer's frozen dinner",400
"Sausage Pizza, Lean Cuisine, French bread",350
"Seafood Newburg, Armour Dinner Classics",300
"Seafood w/ Natural Herbs, Armour Dinner Classics Lite",220
"Sesame Chicken, Stouffer's frozen dinner",320
"Shrimp and Chicken, Lean Cuisine, 10 1/8 oz.",270
"Shrimp Creole dinner, Healthy Choice",210
"Shrimp Creole with rice & pepper, Light & Elegant",220
"Shrimp Primavera, Stouffer's frozen dinner",240
"Shrimp with Lobster Sauce, La Choy frozen dinner",220
"Sirloin roast, Armour Dinner Classics",300
"Sirloin tips, Armour Dinner Classics",340
"Sliced Turkey & Gravy, Light & Elegant",240
"Sliced Turkey Breast, Lean Cuisine, 8 oz.",240
"Spaghetti & meatballs dinner, Banquet—10 oz.",290
"Spaghetti with Beef, Lean Cuisine, 11 1/2 oz.",280
"Spaghetti with Meat Sauce, Stouffer entree",370
"Spaghetti with Meat Sauce, Light & Elegant",290
"Spaghetti with Meatballs, Stouffer entree",380
"Steak Diane, Armour Dinner Classics Lite",290
"Stuffed Cabbage, Lean Cuisine, 10 3/4 oz.",220
"Stuffed Green Peppers with Beef, Stouffer entree",400
"Stuffed Turkey Breast, Weight Watchers",260
"Swedish Meatballs in Gravy, Stouffer entree",480
"Sweet & Sour Chicken, Armour Dinner Classics Lite",250
"Sweet & Sour Chicken, Healthy Choice frozen dinner",280
"Szechuan Beef, Lean Cuisine, 9 1/4 oz.",260
"Taco dinner, 1 taco—Old El Paso",67
"Tortellini Beef with Marinara, Stouffer entree",360
"Tortellini Cheese in Alfredo, Stouffer entree",600
"Tortellini Cheese with Tomato Sauce, Stouffer entree",360
"Tortellini Cheese with Vinaigret, Stouffer entree",400
"Tortellini with Meat, Armour Dinner Classics Lite",250
"Tortilla Grande, Stouffer entree",530
"Tuna Lasagna, Lean Cuisine, 9 3/4 oz.",270
"Tuna Noodle Casserole, Stouffer entree",310
"Tuna pie, Banquet, 1 frozen pot pie",540
"Turkey & dressing, Armour Dinner Classics",330
"Turkey Casserole with Gravy, Stouffer entree",360
"Turkey Dijon, Lean Cuisine, 9 1/2 oz.",270
"Turkey pie, Banquet, 1 frozen pot pie",500
"Turkey pie, Morton—7 oz.",420
"Turkey Pie, Stouffer entree",540
"Turkey pot pie, 1 pie—Swanson",390
"Turkey Tetrazzini, Stouffer entree",380
"Veal Parmigiana, Armour Dinner Classics",400
"Vegetable Lasagna, Stouffer entree",420
"Vegetarian Chili, Stouffer's frozen dinner",280
"Welsh Rarebit, Stouffer entree—10 oz.",700
"Yankee Pot Roast, Le Menu frozen dinner",370
"Yankee pot roast, Armour Dinner Classic",390
"Zucchini Lasagna, Lean Cuisine, 11 oz.",260
"Apple, medium, 1 apple, 2 3/4 in., 1/3 lb.",80
"Apricot, each",20
"Avocado, each",380
"Banana, 1 medium—8 3/4  in.",101
"Cantaloupe, each",160
"Cantaloupe, 1 cup, cubed",48
"Grape, each",2
"Honeydew melon, 1 cup, cubed",56
"Lemon, each",30
"Nectarine, 1 2 1/2  in. fruit",88
"Orange, Florida, 1 medium orange",71
"Orange, navel, 1 medium orange",71
"Peach, peeled, medium, 2 1/2  in.",38
"Peach, peeled, large, 2 3/4  in.",58
"Pear, Bartlett, 1 medium pear, 2 1/2 x 3 1/2 in.",100
"Pineapple, sliced, in syrup, 3  in. slice",43
"Pineapple, diced, 1 cup",80
"Plum, each",35
"Plum, Damson, 10 plums, 1  in.",66
"Prune, each",20
"Raisins, 1 1/2 oz.",124
"Strawberries, fresh, 1 cup",53
"Strawberries, frozen sliced, 1 cup, with sugar",278
"Watermelon, 1 cup",45
"Baking powder, tsp.",4
"Bisquick, 1 cup",480
"Caramel cake icing, 1/12 cake",64
"Chocolate cake icing, 1/12 cake",104
"Chocolate syrup, Hershey's, 1 tbsp.",40
"Corn meal, 1 cup",502
"Corn oil, 1 tbsp.",122
"Cream cheese icing, Pillsbury, 1/12 cake",160
"Flour, 1 cup",455
"Hamburger Helper, Chili, 1 box w/o meat",520
"Hamburger Helper, Lasagna, 1 box, 7 3/4 oz.",800
"Hamburger Helper, Stroganoff, 1 box, w/o meat",950
"Oil, salad, 1 tbsp.",120
"Pepper, black, 1 tsp.",5
"Salt, 1 tbsp.",0
"Tuna Helper, Au gratin, w/o tuna, 1 package",900
"Tuna Helper, Mushroom, w/o tuna, 1 package",700
"Vegetable oil, 1 tbsp.—most varieties",122
"White cake icing, 1/12 cake",100
"Whole wheat flour, 1 cup",400
"Apple juice, 1 cup",117
"Grapefruit juice, 1 cup",96
"Hi-C, 8 fl. oz.",133
"Orange juice, fresh, 8 fl. oz.",112
"Orange juice, frozen reconstituted, 8 fl. oz.",122
"Tomato juice, 6 fl. oz.",30
"V8 Juice, regular or spicy, 6 fl. oz.",35
"Barbecue sauce, 1 oz.",35
"Biscuit, each",235
"Chicken breast, center, extra crispy",342
"Chicken breast, center, original recipe",283
"Chicken breast, side, original recipe",267
"Chicken breast, side, extra crispy",343
"Chicken drumstick, original recipe",146
"Chicken drumstick, extra crispy",204
"Chicken Littles, each",169
"Chicken sandwich, each",482
"Chicken thigh, original recipe",294
"Chicken thigh, extra crispy",406
"Chicken wing, original recipe",178
